route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
AF.96,20220904_MTWTF--_23,516639,Norðfjörður,,1,,96_1006320_2_51
AF.96,20220904_MTWTF--_23,516641,Norðfjörður,,1,,96_1006320_2_52
AF.96,20220904_MTWTF--_23,516642,Norðfjörður,,1,,96_1006320_2_52
AF.96,20220904_MTWTF--_23,516643,Norðfjörður,,1,,96_1006320_2_56
AF.96,20220904_MTWTF--_23,516644,Norðfjörður,,1,,96_1006320_2_56
NO.56,20220904_------S_25,516419,Akureyri,,0,5460_56-A,56_f56_1005764_1_1
NO.56,20220904_------S_25,516421,Egilsstaðir,,1,5460_56-A,56_f56_1005764_2_51
NO.56,20220904_MT--F--_19,516418,Akureyri,,0,5459_56-A,56_f56_1005764_1_1
NO.56,20220904_MT--F--_19,516420,Egilsstaðir,,1,5459_56-A,56_f56_1005764_2_51
NO.78,20220904_------S_25,516439,Akureyri,,0,5454_78-A,78_f78_1004945_1_2
NO.78,20220904_------S_25,516442,Siglufjörður,,1,5454_78-A,78_1006320_2_51
NO.78,20220904_MTWTF--_23,516436,Akureyri,,0,5453_78-A,78_1006320_1_1
NO.78,20220904_MTWTF--_23,516437,Akureyri,,0,5453_78-A,78_f78_1004945_1_2
NO.78,20220904_MTWTF--_23,516438,Akureyri,,0,5453_78-A,78_f78_1004945_1_2
NO.78,20220904_MTWTF--_23,516440,Siglufjörður,,1,5453_78-A,78_1006320_2_51
NO.78,20220904_MTWTF--_23,516441,Siglufjörður,,1,5453_78-A,78_1006320_2_51
NO.78,20220904_MTWTF--_23,516443,Siglufjörður,,1,5453_78-A,78_1006320_2_51
NO.79,20220904_------S_25,516445,Akureyri,,0,6170_79-A,79_f79_1005764_1_4
NO.79,20220904_------S_25,516448,Akureyri,,0,5454_78-A,79_f79_1005764_1_4
NO.79,20220904_------S_25,516454,Húsavík,,1,5460_56-A,79_f79_1005764_2_53
NO.79,20220904_------S_25,516455,Húsavík,,1,5454_78-A,79_f79_1005764_2_53
NO.79,20220904_--WT---_17,516444,Akureyri,,0,5459_56-A,79_f79_1005764_1_4
NO.79,20220904_--WT---_17,516450,Húsavík,,1,5459_56-A,79_f79_1005764_2_53
NO.79,20220904_MT--F--_19,516446,Akureyri,,0,5453_78-A,79_f79_1005764_1_4
NO.79,20220904_MT--F--_19,516453,Húsavík,,1,5453_78-A,79_f79_1005764_2_53
NO.79,20220904_MTWTF--_23,516447,Akureyri,,0,5459_56-A,79_f79_1005764_1_4
NO.79,20220904_MTWTF--_23,516449,Akureyri,,0,5459_56-A,79_f79_1005764_1_5
NO.79,20220904_MTWTF--_23,516451,Húsavík,,1,5459_56-A,79_f79_1005764_2_53
NO.79,20220904_MTWTF--_23,516452,Húsavík,,1,5459_56-A,79_f79_1005764_2_53
RY.1,20220822_-----S-_42,516457,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516458,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516481,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516482,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516483,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516484,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516485,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_-----S-_42,516486,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516456,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516464,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516465,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516466,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516467,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516468,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516470,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516471,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516473,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516477,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_41,516490,,,0,5920_1A-R,1_f1_1005681_1_4
RY.1,20220822_MTWTF--_43,516459,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516460,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516461,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516462,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516463,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516469,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516472,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516474,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516475,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516476,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516478,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516479,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516480,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516487,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516488,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20220822_MTWTF--_43,516489,,,0,5921_1B-R,1_f1_1005681_1_1
RY.3,20220822_-----S-_42,516493,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516494,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516513,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516514,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516515,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516516,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516517,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516522,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516526,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_-----S-_42,516527,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516491,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516492,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516495,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516496,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516497,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516499,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516511,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516512,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516520,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_41,516521,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516498,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516500,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516501,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516502,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516503,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516504,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516505,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516506,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516507,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516508,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516509,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516510,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516518,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516519,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516523,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516524,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20220822_MTWTF--_43,516525,,,0,5922_3-R,3_f3_1005401_1_1
RY.4,20220822_-----S-_42,516533,,,0,,4_1006341_1_1
RY.4,20220822_-----S-_42,516534,,,0,,4_1006341_1_1
RY.4,20220822_-----S-_42,516535,,,0,,4_1006341_1_1
RY.4,20220822_-----S-_42,516536,,,0,,4_1006341_1_1
RY.4,20220822_-----S-_42,516537,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_41,516528,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_41,516529,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_41,516530,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_41,516531,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_41,516532,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516538,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516539,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516540,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516541,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516542,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516543,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516544,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516545,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516546,,,0,,4_1006341_1_1
RY.4,20220822_MTWTF--_43,516547,,,0,,4_1006341_1_1
SA.1,20220522_MTWTF--_1,509532,,,0,5480_A1,1_f1_1004880_1_2
SA.1,20220522_MTWTF--_1,509533,,,0,5480_A1,1_f1_1004880_1_2
SA.1,20220522_MTWTF--_1,509534,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_1,509537,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_1,509540,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_1,509544,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509535,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509536,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509538,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509539,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509541,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509542,,,0,5480_A1,1_f1_1004880_1_2b
SA.1,20220522_MTWTF--_3,509543,,,0,5480_A1,1_f1_1004880_1_2b
SA.2,20220522_MTWTF--_1,509545,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509546,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509548,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509550,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509552,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509547,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509549,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509551,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509553,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509554,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509555,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509556,,,0,5481_A2,2_1006160_1_1
SA.3,20220522_MTWTF--_1,509558,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509559,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509560,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509561,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509562,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509557,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509563,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509564,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509565,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509566,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509567,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509568,,,0,5482_A3,3_1006160_1_1
SA.4,20220522_MTWTF--_1,509573,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509574,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509575,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509578,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509580,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509581,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509569,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509570,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509571,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509572,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509576,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509577,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509579,,,0,5483_A4,4_1006160_1_1
SA.5,20220522_MTWTF--_1,509582,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509583,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509584,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509585,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509587,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509590,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509586,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509588,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509589,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509591,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509592,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509593,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509594,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,510108,,,0,5484_A5,5_1006160_1_2
SA.6,20220522_------S_4,509619,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509620,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509621,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509622,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509623,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509624,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509626,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509613,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509614,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509615,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509616,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509617,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509618,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509625,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509595,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509596,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509604,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509605,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509607,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509612,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_2,509597,Síðuhverfi - Naustahverfi,,0,6171_A6-B,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509598,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509599,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509600,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509601,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509602,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509603,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509606,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509608,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509609,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509610,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509611,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SN.55,20220904_------S_25,515949,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515950,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515951,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515952,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515955,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515956,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515968,Fjörður,,0,6185_55-A,55_1006320_1_3
SN.55,20220904_------S_25,515992,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_------S_25,515993,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_------S_25,515994,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_------S_25,515995,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_------S_25,515996,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_------S_25,515997,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_------S_25,515998,KEF - Airport,,1,6185_55-A,55_1006320_2_53
SN.55,20220904_-----S-_13,515965,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_13,515966,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_13,515967,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_13,515986,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_13,515987,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_13,515988,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_24,515959,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_24,515960,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_24,515961,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_24,515962,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_24,515963,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_24,515964,Fjörður,,0,5443_55-A,55_1006320_1_3
SN.55,20220904_-----S-_24,515980,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_24,515981,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_24,515982,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_24,515983,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_24,515984,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_-----S-_24,515985,KEF - Airport,,1,5443_55-A,55_1006320_2_53
SN.55,20220904_MTWTF--_23,515942,Reykjavík - BSÍ,,0,5442_55-A,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515943,Reykjavík - BSÍ,,0,5445_55-B,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515944,Reykjavík - BSÍ,,0,5445_55-B,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515945,Reykjavík - BSÍ,,0,5446_55-C,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515946,Reykjavík - BSÍ,,0,5442_55-A,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515947,Reykjavík - BSÍ,,0,5445_55-B,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515948,Reykjavík - BSÍ,,0,5446_55-C,55_1006320_1_1
SN.55,20220904_MTWTF--_23,515953,Fjörður,,0,5442_55-A,55_1006320_1_3
SN.55,20220904_MTWTF--_23,515954,Fjörður,,0,5442_55-A,55_1006320_1_3
SN.55,20220904_MTWTF--_23,515957,Fjörður,,0,5442_55-A,55_1006320_1_3
SN.55,20220904_MTWTF--_23,515958,Fjörður,,0,5442_55-A,55_1006320_1_3
SN.55,20220904_MTWTF--_23,515969,Reykjavík - BSÍ,,0,5442_55-A,55_f55_1005764_1_5
SN.55,20220904_MTWTF--_23,515970,Reykjavík - BSÍ,,0,5446_55-C,55_1006320_1_6
SN.55,20220904_MTWTF--_23,515971,KEF - Airport,,1,5442_55-A,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515972,KEF - Airport,,1,5446_55-C,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515973,KEF - Airport,,1,5442_55-A,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515974,KEF - Airport,,1,5445_55-B,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515975,KEF - Airport,,1,5446_55-C,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515976,KEF - Airport,,1,5442_55-A,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515977,KEF - Airport,,1,5445_55-B,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515978,KEF - Airport,,1,5445_55-B,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515979,KEF - Airport,,1,5446_55-C,55_1006320_2_51
SN.55,20220904_MTWTF--_23,515989,KEF - Airport,,1,5442_55-A,55_1006320_2_53
SN.55,20220904_MTWTF--_23,515990,KEF - Airport,,1,5442_55-A,55_1006320_2_53
SN.55,20220904_MTWTF--_23,515991,KEF - Airport,,1,5442_55-A,55_1006320_2_53
